Customer ID,Gender,DOB,Age,Age Range,Work Activity,Income,Income Range,Marital Status,Habitation,Trans Description,Trans Amount,Trans Date,Trans Category,Bank Branch,Account Type,Open Date,Account Balance,Currency
fe51c153-fbec-4b64-9b00-2530035ef0e1_038a9f5c-a5c9-4425-8127-9e8eaeb8002b,Female,1982-08-16,39,30 - 39,parttime,16890,10K - 20K,Single,With Parent,EMAIL TFR C0***XOs,38,2018-07-17,Transfer,1844,DDA,2018-03-01,11761.23,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_038a9f5c-a5c9-4425-8127-9e8eaeb8002b,Female,1982-08-16,39,30 - 39,parttime,16890,10K - 20K,Single,With Parent,ADP PMT 17988985,649.62,2018-10-04,Income,1844,SDA,2018-03-01,6806,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_038a9f5c-a5c9-4425-8127-9e8eaeb8002b,Female,1982-08-16,39,30 - 39,parttime,16890,10K - 20K,Single,With Parent,EMAIL TFR C0***XOs,38,2018-07-17,Transfer,1844,SDA,2018-03-01,6806,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_9742e929-dfc1-4727-bbb7-a14803084a9a,Female,2003-12-26,18,Below 20,other,0,Below 10K,Single,With Parent,E TFR C0***DoK,23,2018-10-12,Transfer,1284,DDA,2018-03-01,19.29,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_9742e929-dfc1-4727-bbb7-a14803084a9a,Female,2003-12-26,18,Below 20,other,0,Below 10K,Single,With Parent,E TFR C0***DoK,23,2018-10-12,Transfer,1284,SDA,2018-03-01,92.68,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b05dae39-bae3-42c6-b0e3-769bfaa5d052,Female,1964-12-26,57,50 - 59,parttime,15567.55,10K - 20K,Divorced,Group,ROGERS CABLE C1L4W9,119.63,2018-06-01,Bills and Utilities,1640,DDA,2018-03-01,4121.25,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b05dae39-bae3-42c6-b0e3-769bfaa5d052,Female,1964-12-26,57,50 - 59,parttime,15567.55,10K - 20K,Divorced,Group,EMAIL TFR C2***oWx,53,2018-10-10,Transfer,1640,DDA,2018-03-01,4121.25,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b05dae39-bae3-42c6-b0e3-769bfaa5d052,Female,1964-12-26,57,50 - 59,parttime,15567.55,10K - 20K,Divorced,Group,ROGERS CABLE C1L4W9,119.63,2018-06-01,Bills and Utilities,1640,SDA,2018-03-01,6427.02,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b05dae39-bae3-42c6-b0e3-769bfaa5d052,Female,1964-12-26,57,50 - 59,parttime,15567.55,10K - 20K,Divorced,Group,EMAIL TFR C2***oWx,53,2018-10-10,Transfer,1640,SDA,2018-03-01,6427.02,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_458dc8e9-9574-45ad-83d9-68f783652d71,Male,1976-10-21,45,40 - 49,other,0,Below 10K,Married,With Spouse,Pay Day Loan PMT,565.07,2018-05-31,Payday Loan,1488,DDA,2018-03-01,0,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_458dc8e9-9574-45ad-83d9-68f783652d71,Male,1976-10-21,45,40 - 49,other,0,Below 10K,Married,With Spouse,Pay Day Loan PMT,565.07,2018-05-31,Payday Loan,1488,SDA,2018-03-01,0,CAD
